name,Unnamed: 0,instrument_token,exchange_token,tradingsymbol,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
BANKNIFTY,4822,10921986,42664,BANKNIFTY20D0330600CE,0.0,2020-12-03,30600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4823,10922242,42665,BANKNIFTY20D0330600PE,0.0,2020-12-03,30600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4824,10922498,42666,BANKNIFTY20D0330700CE,0.0,2020-12-03,30700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4825,10922754,42667,BANKNIFTY20D0330700PE,0.0,2020-12-03,30700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4826,10929922,42695,BANKNIFTY20D0330800CE,0.0,2020-12-03,30800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4827,10930178,42696,BANKNIFTY20D0330800PE,0.0,2020-12-03,30800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4828,10932482,42705,BANKNIFTY20D0330900CE,0.0,2020-12-03,30900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4829,10932738,42706,BANKNIFTY20D0330900PE,0.0,2020-12-03,30900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4830,10933250,42708,BANKNIFTY20D0331000CE,0.0,2020-12-03,31000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4831,10933506,42709,BANKNIFTY20D0331000PE,0.0,2020-12-03,31000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4832,10933762,42710,BANKNIFTY20D0331100CE,0.0,2020-12-03,31100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4833,10934018,42711,BANKNIFTY20D0331100PE,0.0,2020-12-03,31100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4834,10937346,42724,BANKNIFTY20D0331200CE,0.0,2020-12-03,31200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4835,10937602,42725,BANKNIFTY20D0331200PE,0.0,2020-12-03,31200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4836,10941442,42740,BANKNIFTY20D0331300CE,0.0,2020-12-03,31300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4837,10941698,42741,BANKNIFTY20D0331300PE,0.0,2020-12-03,31300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4838,10945026,42754,BANKNIFTY20D0331400CE,0.0,2020-12-03,31400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4839,10945538,42756,BANKNIFTY20D0331400PE,0.0,2020-12-03,31400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4840,10946306,42759,BANKNIFTY20D0331500CE,0.0,2020-12-03,31500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4841,10946818,42761,BANKNIFTY20D0331500PE,0.0,2020-12-03,31500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4842,10949634,42772,BANKNIFTY20D0331600CE,0.0,2020-12-03,31600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4843,10949890,42773,BANKNIFTY20D0331600PE,0.0,2020-12-03,31600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4844,11549954,45117,BANKNIFTY20D0331700CE,0.0,2020-12-03,31700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4845,11550210,45118,BANKNIFTY20D0331700PE,0.0,2020-12-03,31700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4846,11550978,45121,BANKNIFTY20D0331800CE,0.0,2020-12-03,31800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4847,11551234,45122,BANKNIFTY20D0331800PE,0.0,2020-12-03,31800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4848,12527874,48937,BANKNIFTY20D0331900CE,0.0,2020-12-03,31900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4849,12528130,48938,BANKNIFTY20D0331900PE,0.0,2020-12-03,31900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4850,12589058,49176,BANKNIFTY20D0332000CE,0.0,2020-12-03,32000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4851,12589314,49177,BANKNIFTY20D0332000PE,0.0,2020-12-03,32000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4852,12718338,49681,BANKNIFTY20D0332100CE,0.0,2020-12-03,32100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4853,12719874,49687,BANKNIFTY20D0332100PE,0.0,2020-12-03,32100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4854,12720130,49688,BANKNIFTY20D0332200CE,0.0,2020-12-03,32200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4855,12721154,49692,BANKNIFTY20D0332200PE,0.0,2020-12-03,32200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4856,13527298,52841,BANKNIFTY20D0332300CE,0.0,2020-12-03,32300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4857,13527554,52842,BANKNIFTY20D0332300PE,0.0,2020-12-03,32300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4858,13529858,52851,BANKNIFTY20D0332400CE,0.0,2020-12-03,32400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4859,13530114,52852,BANKNIFTY20D0332400PE,0.0,2020-12-03,32400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4860,13530626,52854,BANKNIFTY20D0332500CE,0.0,2020-12-03,32500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4861,13531650,52858,BANKNIFTY20D0332500PE,0.0,2020-12-03,32500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4862,13534722,52870,BANKNIFTY20D0332600CE,0.0,2020-12-03,32600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4863,13534978,52871,BANKNIFTY20D0332600PE,0.0,2020-12-03,32600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4864,13535234,52872,BANKNIFTY20D0332700CE,0.0,2020-12-03,32700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4865,13535490,52873,BANKNIFTY20D0332700PE,0.0,2020-12-03,32700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4866,9512706,37159,BANKNIFTY20D0332800CE,0.0,2020-12-03,32800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4867,9513474,37162,BANKNIFTY20D0332800PE,0.0,2020-12-03,32800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4868,11514370,44978,BANKNIFTY20D1020100CE,0.0,2020-12-10,20100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4869,11514626,44979,BANKNIFTY20D1020100PE,0.0,2020-12-10,20100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4870,10940418,42736,BANKNIFTY20D1020200CE,0.0,2020-12-10,20200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4871,10940674,42737,BANKNIFTY20D1020200PE,0.0,2020-12-10,20200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4872,10940930,42738,BANKNIFTY20D1020300CE,0.0,2020-12-10,20300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4873,10941186,42739,BANKNIFTY20D1020300PE,0.0,2020-12-10,20300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4874,10942466,42744,BANKNIFTY20D1020400CE,0.0,2020-12-10,20400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4875,10942722,42745,BANKNIFTY20D1020400PE,0.0,2020-12-10,20400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4876,10942978,42746,BANKNIFTY20D1020500CE,0.0,2020-12-10,20500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4877,10943234,42747,BANKNIFTY20D1020500PE,0.0,2020-12-10,20500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4878,10943490,42748,BANKNIFTY20D1020600CE,0.0,2020-12-10,20600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4879,10943746,42749,BANKNIFTY20D1020600PE,0.0,2020-12-10,20600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4880,10944514,42752,BANKNIFTY20D1020700CE,0.0,2020-12-10,20700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4881,10944770,42753,BANKNIFTY20D1020700PE,0.0,2020-12-10,20700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4882,10945282,42755,BANKNIFTY20D1020800CE,0.0,2020-12-10,20800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4883,10946562,42760,BANKNIFTY20D1020800PE,0.0,2020-12-10,20800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4884,10947586,42764,BANKNIFTY20D1020900CE,0.0,2020-12-10,20900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4885,10948098,42766,BANKNIFTY20D1020900PE,0.0,2020-12-10,20900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4886,10948354,42767,BANKNIFTY20D1021000CE,0.0,2020-12-10,21000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4887,10948610,42768,BANKNIFTY20D1021000PE,0.0,2020-12-10,21000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4888,10949122,42770,BANKNIFTY20D1021100CE,0.0,2020-12-10,21100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4889,10949378,42771,BANKNIFTY20D1021100PE,0.0,2020-12-10,21100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4890,10950658,42776,BANKNIFTY20D1021200CE,0.0,2020-12-10,21200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4891,10950914,42777,BANKNIFTY20D1021200PE,0.0,2020-12-10,21200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4892,10951170,42778,BANKNIFTY20D1021300CE,0.0,2020-12-10,21300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4893,10952450,42783,BANKNIFTY20D1021300PE,0.0,2020-12-10,21300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4894,10953218,42786,BANKNIFTY20D1021400CE,0.0,2020-12-10,21400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4895,10953474,42787,BANKNIFTY20D1021400PE,0.0,2020-12-10,21400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4896,10953730,42788,BANKNIFTY20D1021500CE,0.0,2020-12-10,21500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4897,10953986,42789,BANKNIFTY20D1021500PE,0.0,2020-12-10,21500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4898,10954242,42790,BANKNIFTY20D1021600CE,0.0,2020-12-10,21600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4899,10954498,42791,BANKNIFTY20D1021600PE,0.0,2020-12-10,21600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4900,10954754,42792,BANKNIFTY20D1021700CE,0.0,2020-12-10,21700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4901,10955010,42793,BANKNIFTY20D1021700PE,0.0,2020-12-10,21700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4902,10955266,42794,BANKNIFTY20D1021800CE,0.0,2020-12-10,21800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4903,10955522,42795,BANKNIFTY20D1021800PE,0.0,2020-12-10,21800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4904,10955778,42796,BANKNIFTY20D1021900CE,0.0,2020-12-10,21900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4905,10956034,42797,BANKNIFTY20D1021900PE,0.0,2020-12-10,21900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4906,10956290,42798,BANKNIFTY20D1022000CE,0.0,2020-12-10,22000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4907,10956546,42799,BANKNIFTY20D1022000PE,0.0,2020-12-10,22000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4908,10956802,42800,BANKNIFTY20D1022100CE,0.0,2020-12-10,22100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4909,10957058,42801,BANKNIFTY20D1022100PE,0.0,2020-12-10,22100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4910,10957314,42802,BANKNIFTY20D1022200CE,0.0,2020-12-10,22200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4911,10957570,42803,BANKNIFTY20D1022200PE,0.0,2020-12-10,22200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4912,10957826,42804,BANKNIFTY20D1022300CE,0.0,2020-12-10,22300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4913,10958082,42805,BANKNIFTY20D1022300PE,0.0,2020-12-10,22300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4914,10958850,42808,BANKNIFTY20D1022400CE,0.0,2020-12-10,22400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4915,10959106,42809,BANKNIFTY20D1022400PE,0.0,2020-12-10,22400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4916,10959874,42812,BANKNIFTY20D1022500CE,0.0,2020-12-10,22500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4917,10960130,42813,BANKNIFTY20D1022500PE,0.0,2020-12-10,22500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4918,10965506,42834,BANKNIFTY20D1022600CE,0.0,2020-12-10,22600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4919,10965762,42835,BANKNIFTY20D1022600PE,0.0,2020-12-10,22600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4920,10966018,42836,BANKNIFTY20D1022700CE,0.0,2020-12-10,22700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4921,10966274,42837,BANKNIFTY20D1022700PE,0.0,2020-12-10,22700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4922,10966530,42838,BANKNIFTY20D1022800CE,0.0,2020-12-10,22800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4923,10966786,42839,BANKNIFTY20D1022800PE,0.0,2020-12-10,22800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4924,10967042,42840,BANKNIFTY20D1022900CE,0.0,2020-12-10,22900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4925,10967298,42841,BANKNIFTY20D1022900PE,0.0,2020-12-10,22900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4926,10969602,42850,BANKNIFTY20D1023000CE,0.0,2020-12-10,23000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4927,10969858,42851,BANKNIFTY20D1023000PE,0.0,2020-12-10,23000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4928,10971138,42856,BANKNIFTY20D1023100CE,0.0,2020-12-10,23100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4929,10971394,42857,BANKNIFTY20D1023100PE,0.0,2020-12-10,23100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4930,10971650,42858,BANKNIFTY20D1023200CE,0.0,2020-12-10,23200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4931,10971906,42859,BANKNIFTY20D1023200PE,0.0,2020-12-10,23200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4932,10972674,42862,BANKNIFTY20D1023300CE,0.0,2020-12-10,23300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4933,10972930,42863,BANKNIFTY20D1023300PE,0.0,2020-12-10,23300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4934,10975746,42874,BANKNIFTY20D1023400CE,0.0,2020-12-10,23400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4935,10976002,42875,BANKNIFTY20D1023400PE,0.0,2020-12-10,23400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4936,10976258,42876,BANKNIFTY20D1023500CE,0.0,2020-12-10,23500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4937,10976514,42877,BANKNIFTY20D1023500PE,0.0,2020-12-10,23500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4938,10976770,42878,BANKNIFTY20D1023600CE,0.0,2020-12-10,23600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4939,10977026,42879,BANKNIFTY20D1023600PE,0.0,2020-12-10,23600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4940,10977282,42880,BANKNIFTY20D1023700CE,0.0,2020-12-10,23700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4941,10977538,42881,BANKNIFTY20D1023700PE,0.0,2020-12-10,23700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4942,10977794,42882,BANKNIFTY20D1023800CE,0.0,2020-12-10,23800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4943,10978050,42883,BANKNIFTY20D1023800PE,0.0,2020-12-10,23800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4944,10978306,42884,BANKNIFTY20D1023900CE,0.0,2020-12-10,23900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4945,10978562,42885,BANKNIFTY20D1023900PE,0.0,2020-12-10,23900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4946,10978818,42886,BANKNIFTY20D1024000CE,0.0,2020-12-10,24000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4947,10979074,42887,BANKNIFTY20D1024000PE,0.0,2020-12-10,24000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4948,10979330,42888,BANKNIFTY20D1024100CE,0.0,2020-12-10,24100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4949,10979586,42889,BANKNIFTY20D1024100PE,0.0,2020-12-10,24100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4950,10979842,42890,BANKNIFTY20D1024200CE,0.0,2020-12-10,24200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4951,10980098,42891,BANKNIFTY20D1024200PE,0.0,2020-12-10,24200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4952,10980354,42892,BANKNIFTY20D1024300CE,0.0,2020-12-10,24300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4953,10980610,42893,BANKNIFTY20D1024300PE,0.0,2020-12-10,24300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4954,10980866,42894,BANKNIFTY20D1024400CE,0.0,2020-12-10,24400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4955,10981122,42895,BANKNIFTY20D1024400PE,0.0,2020-12-10,24400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4956,10981890,42898,BANKNIFTY20D1024500CE,0.0,2020-12-10,24500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4957,10982146,42899,BANKNIFTY20D1024500PE,0.0,2020-12-10,24500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4958,10982402,42900,BANKNIFTY20D1024600CE,0.0,2020-12-10,24600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4959,10982658,42901,BANKNIFTY20D1024600PE,0.0,2020-12-10,24600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4960,10984450,42908,BANKNIFTY20D1024700CE,0.0,2020-12-10,24700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4961,10984706,42909,BANKNIFTY20D1024700PE,0.0,2020-12-10,24700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4962,10985986,42914,BANKNIFTY20D1024800CE,0.0,2020-12-10,24800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4963,10986242,42915,BANKNIFTY20D1024800PE,0.0,2020-12-10,24800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4964,10986498,42916,BANKNIFTY20D1024900CE,0.0,2020-12-10,24900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4965,10986754,42917,BANKNIFTY20D1024900PE,0.0,2020-12-10,24900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4966,10989826,42929,BANKNIFTY20D1025000CE,0.0,2020-12-10,25000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4967,10990082,42930,BANKNIFTY20D1025000PE,0.0,2020-12-10,25000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4968,10990338,42931,BANKNIFTY20D1025100CE,0.0,2020-12-10,25100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4969,10990594,42932,BANKNIFTY20D1025100PE,0.0,2020-12-10,25100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4970,10990850,42933,BANKNIFTY20D1025200CE,0.0,2020-12-10,25200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4971,10991618,42936,BANKNIFTY20D1025200PE,0.0,2020-12-10,25200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4972,10992386,42939,BANKNIFTY20D1025300CE,0.0,2020-12-10,25300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4973,10992642,42940,BANKNIFTY20D1025300PE,0.0,2020-12-10,25300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4974,10992898,42941,BANKNIFTY20D1025400CE,0.0,2020-12-10,25400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4975,10993154,42942,BANKNIFTY20D1025400PE,0.0,2020-12-10,25400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4976,10993410,42943,BANKNIFTY20D1025500CE,0.0,2020-12-10,25500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4977,10993922,42945,BANKNIFTY20D1025500PE,0.0,2020-12-10,25500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4978,10994178,42946,BANKNIFTY20D1025600CE,0.0,2020-12-10,25600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4979,10994434,42947,BANKNIFTY20D1025600PE,0.0,2020-12-10,25600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4980,10994690,42948,BANKNIFTY20D1025700CE,0.0,2020-12-10,25700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4981,10994946,42949,BANKNIFTY20D1025700PE,0.0,2020-12-10,25700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4982,10995202,42950,BANKNIFTY20D1025800CE,0.0,2020-12-10,25800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4983,10995458,42951,BANKNIFTY20D1025800PE,0.0,2020-12-10,25800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4984,10995714,42952,BANKNIFTY20D1025900CE,0.0,2020-12-10,25900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4985,10995970,42953,BANKNIFTY20D1025900PE,0.0,2020-12-10,25900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4986,10996226,42954,BANKNIFTY20D1026000CE,0.0,2020-12-10,26000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4987,10996482,42955,BANKNIFTY20D1026000PE,0.0,2020-12-10,26000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4988,10996738,42956,BANKNIFTY20D1026100CE,0.0,2020-12-10,26100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4989,10996994,42957,BANKNIFTY20D1026100PE,0.0,2020-12-10,26100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4990,10998274,42962,BANKNIFTY20D1026200CE,0.0,2020-12-10,26200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4991,10998530,42963,BANKNIFTY20D1026200PE,0.0,2020-12-10,26200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4992,9510914,37152,BANKNIFTY20D1026300CE,0.0,2020-12-10,26300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4993,9511170,37153,BANKNIFTY20D1026300PE,0.0,2020-12-10,26300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4994,9511426,37154,BANKNIFTY20D1026400CE,0.0,2020-12-10,26400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4995,9511682,37155,BANKNIFTY20D1026400PE,0.0,2020-12-10,26400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4996,9512962,37160,BANKNIFTY20D1026500CE,0.0,2020-12-10,26500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4997,9513218,37161,BANKNIFTY20D1026500PE,0.0,2020-12-10,26500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4998,9518594,37182,BANKNIFTY20D1026600CE,0.0,2020-12-10,26600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4999,9518850,37183,BANKNIFTY20D1026600PE,0.0,2020-12-10,26600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5000,9519618,37186,BANKNIFTY20D1026700CE,0.0,2020-12-10,26700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5001,9519874,37187,BANKNIFTY20D1026700PE,0.0,2020-12-10,26700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5002,9520130,37188,BANKNIFTY20D1026800CE,0.0,2020-12-10,26800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5003,9520386,37189,BANKNIFTY20D1026800PE,0.0,2020-12-10,26800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5004,11453698,44741,BANKNIFTY20D1026900CE,0.0,2020-12-10,26900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5005,11453954,44742,BANKNIFTY20D1026900PE,0.0,2020-12-10,26900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5006,10432514,40752,BANKNIFTY20D1027000CE,0.0,2020-12-10,27000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5007,10432770,40753,BANKNIFTY20D1027000PE,0.0,2020-12-10,27000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5008,10433026,40754,BANKNIFTY20D1027100CE,0.0,2020-12-10,27100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5009,10433538,40756,BANKNIFTY20D1027100PE,0.0,2020-12-10,27100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5010,10434818,40761,BANKNIFTY20D1027200CE,0.0,2020-12-10,27200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5011,10435074,40762,BANKNIFTY20D1027200PE,0.0,2020-12-10,27200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5012,10435586,40764,BANKNIFTY20D1027300CE,0.0,2020-12-10,27300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,5013,10435842,40765,BANKNIFTY20D1027300PE,0.0,2020-12-10,27300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,5014,11630338,45431,BANKNIFTY20D1027400CE,0.0,2020-12-10,27400.0,0.05,25,CE,NFO-OPT,NFO
