,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
6362,15819778,61796,BANKNIFTY21FEB27400CE,BANKNIFTY,0.0,2021-02-25,27400.0,0.05,25,CE,NFO-OPT,NFO
6363,15820034,61797,BANKNIFTY21FEB27400PE,BANKNIFTY,0.0,2021-02-25,27400.0,0.05,25,PE,NFO-OPT,NFO
6364,15820290,61798,BANKNIFTY21FEB27500CE,BANKNIFTY,0.0,2021-02-25,27500.0,0.05,25,CE,NFO-OPT,NFO
6365,15820546,61799,BANKNIFTY21FEB27500PE,BANKNIFTY,0.0,2021-02-25,27500.0,0.05,25,PE,NFO-OPT,NFO
6366,15820802,61800,BANKNIFTY21FEB27600CE,BANKNIFTY,0.0,2021-02-25,27600.0,0.05,25,CE,NFO-OPT,NFO
6367,15821058,61801,BANKNIFTY21FEB27600PE,BANKNIFTY,0.0,2021-02-25,27600.0,0.05,25,PE,NFO-OPT,NFO
6368,15821314,61802,BANKNIFTY21FEB27700CE,BANKNIFTY,0.0,2021-02-25,27700.0,0.05,25,CE,NFO-OPT,NFO
6369,15821570,61803,BANKNIFTY21FEB27700PE,BANKNIFTY,0.0,2021-02-25,27700.0,0.05,25,PE,NFO-OPT,NFO
6370,15821826,61804,BANKNIFTY21FEB27800CE,BANKNIFTY,0.0,2021-02-25,27800.0,0.05,25,CE,NFO-OPT,NFO
6371,15827714,61827,BANKNIFTY21FEB27800PE,BANKNIFTY,0.0,2021-02-25,27800.0,0.05,25,PE,NFO-OPT,NFO
6372,15827970,61828,BANKNIFTY21FEB27900CE,BANKNIFTY,0.0,2021-02-25,27900.0,0.05,25,CE,NFO-OPT,NFO
6373,15828226,61829,BANKNIFTY21FEB27900PE,BANKNIFTY,0.0,2021-02-25,27900.0,0.05,25,PE,NFO-OPT,NFO
6374,15828482,61830,BANKNIFTY21FEB28000CE,BANKNIFTY,0.0,2021-02-25,28000.0,0.05,25,CE,NFO-OPT,NFO
6375,15844354,61892,BANKNIFTY21FEB28000PE,BANKNIFTY,0.0,2021-02-25,28000.0,0.05,25,PE,NFO-OPT,NFO
6376,15844610,61893,BANKNIFTY21FEB28100CE,BANKNIFTY,0.0,2021-02-25,28100.0,0.05,25,CE,NFO-OPT,NFO
6377,15871746,61999,BANKNIFTY21FEB28100PE,BANKNIFTY,0.0,2021-02-25,28100.0,0.05,25,PE,NFO-OPT,NFO
6378,15872002,62000,BANKNIFTY21FEB28200CE,BANKNIFTY,0.0,2021-02-25,28200.0,0.05,25,CE,NFO-OPT,NFO
6379,15872258,62001,BANKNIFTY21FEB28200PE,BANKNIFTY,0.0,2021-02-25,28200.0,0.05,25,PE,NFO-OPT,NFO
6380,15872514,62002,BANKNIFTY21FEB28300CE,BANKNIFTY,0.0,2021-02-25,28300.0,0.05,25,CE,NFO-OPT,NFO
6381,15872770,62003,BANKNIFTY21FEB28300PE,BANKNIFTY,0.0,2021-02-25,28300.0,0.05,25,PE,NFO-OPT,NFO
6382,15873026,62004,BANKNIFTY21FEB28400CE,BANKNIFTY,0.0,2021-02-25,28400.0,0.05,25,CE,NFO-OPT,NFO
6383,15873282,62005,BANKNIFTY21FEB28400PE,BANKNIFTY,0.0,2021-02-25,28400.0,0.05,25,PE,NFO-OPT,NFO
6384,15873538,62006,BANKNIFTY21FEB28500CE,BANKNIFTY,0.0,2021-02-25,28500.0,0.05,25,CE,NFO-OPT,NFO
6385,15873794,62007,BANKNIFTY21FEB28500PE,BANKNIFTY,0.0,2021-02-25,28500.0,0.05,25,PE,NFO-OPT,NFO
6386,15874050,62008,BANKNIFTY21FEB28600CE,BANKNIFTY,0.0,2021-02-25,28600.0,0.05,25,CE,NFO-OPT,NFO
6387,15874306,62009,BANKNIFTY21FEB28600PE,BANKNIFTY,0.0,2021-02-25,28600.0,0.05,25,PE,NFO-OPT,NFO
6388,15874562,62010,BANKNIFTY21FEB28700CE,BANKNIFTY,0.0,2021-02-25,28700.0,0.05,25,CE,NFO-OPT,NFO
6389,15874818,62011,BANKNIFTY21FEB28700PE,BANKNIFTY,0.0,2021-02-25,28700.0,0.05,25,PE,NFO-OPT,NFO
6390,15875074,62012,BANKNIFTY21FEB28800CE,BANKNIFTY,0.0,2021-02-25,28800.0,0.05,25,CE,NFO-OPT,NFO
6391,15875330,62013,BANKNIFTY21FEB28800PE,BANKNIFTY,0.0,2021-02-25,28800.0,0.05,25,PE,NFO-OPT,NFO
6392,15875586,62014,BANKNIFTY21FEB28900CE,BANKNIFTY,0.0,2021-02-25,28900.0,0.05,25,CE,NFO-OPT,NFO
6393,15875842,62015,BANKNIFTY21FEB28900PE,BANKNIFTY,0.0,2021-02-25,28900.0,0.05,25,PE,NFO-OPT,NFO
6394,15876098,62016,BANKNIFTY21FEB29000CE,BANKNIFTY,0.0,2021-02-25,29000.0,0.05,25,CE,NFO-OPT,NFO
6395,15876354,62017,BANKNIFTY21FEB29000PE,BANKNIFTY,0.0,2021-02-25,29000.0,0.05,25,PE,NFO-OPT,NFO
6396,15876610,62018,BANKNIFTY21FEB29100CE,BANKNIFTY,0.0,2021-02-25,29100.0,0.05,25,CE,NFO-OPT,NFO
6397,15876866,62019,BANKNIFTY21FEB29100PE,BANKNIFTY,0.0,2021-02-25,29100.0,0.05,25,PE,NFO-OPT,NFO
6398,15877122,62020,BANKNIFTY21FEB29200CE,BANKNIFTY,0.0,2021-02-25,29200.0,0.05,25,CE,NFO-OPT,NFO
6399,15877378,62021,BANKNIFTY21FEB29200PE,BANKNIFTY,0.0,2021-02-25,29200.0,0.05,25,PE,NFO-OPT,NFO
6400,15877634,62022,BANKNIFTY21FEB29300CE,BANKNIFTY,0.0,2021-02-25,29300.0,0.05,25,CE,NFO-OPT,NFO
6401,15890690,62073,BANKNIFTY21FEB29300PE,BANKNIFTY,0.0,2021-02-25,29300.0,0.05,25,PE,NFO-OPT,NFO
6402,15890946,62074,BANKNIFTY21FEB29400CE,BANKNIFTY,0.0,2021-02-25,29400.0,0.05,25,CE,NFO-OPT,NFO
6403,15891458,62076,BANKNIFTY21FEB29400PE,BANKNIFTY,0.0,2021-02-25,29400.0,0.05,25,PE,NFO-OPT,NFO
6404,15891714,62077,BANKNIFTY21FEB29500CE,BANKNIFTY,0.0,2021-02-25,29500.0,0.05,25,CE,NFO-OPT,NFO
6405,15891970,62078,BANKNIFTY21FEB29500PE,BANKNIFTY,0.0,2021-02-25,29500.0,0.05,25,PE,NFO-OPT,NFO
6406,15892226,62079,BANKNIFTY21FEB29600CE,BANKNIFTY,0.0,2021-02-25,29600.0,0.05,25,CE,NFO-OPT,NFO
6407,15892482,62080,BANKNIFTY21FEB29600PE,BANKNIFTY,0.0,2021-02-25,29600.0,0.05,25,PE,NFO-OPT,NFO
6408,15892738,62081,BANKNIFTY21FEB29700CE,BANKNIFTY,0.0,2021-02-25,29700.0,0.05,25,CE,NFO-OPT,NFO
6409,15950082,62305,BANKNIFTY21FEB29700PE,BANKNIFTY,0.0,2021-02-25,29700.0,0.05,25,PE,NFO-OPT,NFO
6410,15950338,62306,BANKNIFTY21FEB29800CE,BANKNIFTY,0.0,2021-02-25,29800.0,0.05,25,CE,NFO-OPT,NFO
6411,15952642,62315,BANKNIFTY21FEB29800PE,BANKNIFTY,0.0,2021-02-25,29800.0,0.05,25,PE,NFO-OPT,NFO
6412,15953410,62318,BANKNIFTY21FEB29900CE,BANKNIFTY,0.0,2021-02-25,29900.0,0.05,25,CE,NFO-OPT,NFO
6413,15953666,62319,BANKNIFTY21FEB29900PE,BANKNIFTY,0.0,2021-02-25,29900.0,0.05,25,PE,NFO-OPT,NFO
6414,15953922,62320,BANKNIFTY21FEB30000CE,BANKNIFTY,0.0,2021-02-25,30000.0,0.05,25,CE,NFO-OPT,NFO
6415,15954178,62321,BANKNIFTY21FEB30000PE,BANKNIFTY,0.0,2021-02-25,30000.0,0.05,25,PE,NFO-OPT,NFO
6416,15954434,62322,BANKNIFTY21FEB30100CE,BANKNIFTY,0.0,2021-02-25,30100.0,0.05,25,CE,NFO-OPT,NFO
6417,15955714,62327,BANKNIFTY21FEB30100PE,BANKNIFTY,0.0,2021-02-25,30100.0,0.05,25,PE,NFO-OPT,NFO
6418,15955970,62328,BANKNIFTY21FEB30200CE,BANKNIFTY,0.0,2021-02-25,30200.0,0.05,25,CE,NFO-OPT,NFO
6419,15956226,62329,BANKNIFTY21FEB30200PE,BANKNIFTY,0.0,2021-02-25,30200.0,0.05,25,PE,NFO-OPT,NFO
6420,15956482,62330,BANKNIFTY21FEB30300CE,BANKNIFTY,0.0,2021-02-25,30300.0,0.05,25,CE,NFO-OPT,NFO
6421,15956738,62331,BANKNIFTY21FEB30300PE,BANKNIFTY,0.0,2021-02-25,30300.0,0.05,25,PE,NFO-OPT,NFO
6422,15956994,62332,BANKNIFTY21FEB30400CE,BANKNIFTY,0.0,2021-02-25,30400.0,0.05,25,CE,NFO-OPT,NFO
6423,15959298,62341,BANKNIFTY21FEB30400PE,BANKNIFTY,0.0,2021-02-25,30400.0,0.05,25,PE,NFO-OPT,NFO
6424,15959554,62342,BANKNIFTY21FEB30500CE,BANKNIFTY,0.0,2021-02-25,30500.0,0.05,25,CE,NFO-OPT,NFO
6425,15959810,62343,BANKNIFTY21FEB30500PE,BANKNIFTY,0.0,2021-02-25,30500.0,0.05,25,PE,NFO-OPT,NFO
6426,15960066,62344,BANKNIFTY21FEB30600CE,BANKNIFTY,0.0,2021-02-25,30600.0,0.05,25,CE,NFO-OPT,NFO
6427,15960322,62345,BANKNIFTY21FEB30600PE,BANKNIFTY,0.0,2021-02-25,30600.0,0.05,25,PE,NFO-OPT,NFO
6428,15960578,62346,BANKNIFTY21FEB30700CE,BANKNIFTY,0.0,2021-02-25,30700.0,0.05,25,CE,NFO-OPT,NFO
6429,15960834,62347,BANKNIFTY21FEB30700PE,BANKNIFTY,0.0,2021-02-25,30700.0,0.05,25,PE,NFO-OPT,NFO
6430,15961090,62348,BANKNIFTY21FEB30800CE,BANKNIFTY,0.0,2021-02-25,30800.0,0.05,25,CE,NFO-OPT,NFO
6431,15961602,62350,BANKNIFTY21FEB30800PE,BANKNIFTY,0.0,2021-02-25,30800.0,0.05,25,PE,NFO-OPT,NFO
6432,15961858,62351,BANKNIFTY21FEB30900CE,BANKNIFTY,0.0,2021-02-25,30900.0,0.05,25,CE,NFO-OPT,NFO
6433,15962114,62352,BANKNIFTY21FEB30900PE,BANKNIFTY,0.0,2021-02-25,30900.0,0.05,25,PE,NFO-OPT,NFO
6434,15963394,62357,BANKNIFTY21FEB31000CE,BANKNIFTY,0.0,2021-02-25,31000.0,0.05,25,CE,NFO-OPT,NFO
6435,15963906,62359,BANKNIFTY21FEB31000PE,BANKNIFTY,0.0,2021-02-25,31000.0,0.05,25,PE,NFO-OPT,NFO
6436,15964162,62360,BANKNIFTY21FEB31100CE,BANKNIFTY,0.0,2021-02-25,31100.0,0.05,25,CE,NFO-OPT,NFO
6437,15968770,62378,BANKNIFTY21FEB31100PE,BANKNIFTY,0.0,2021-02-25,31100.0,0.05,25,PE,NFO-OPT,NFO
6438,15969026,62379,BANKNIFTY21FEB31200CE,BANKNIFTY,0.0,2021-02-25,31200.0,0.05,25,CE,NFO-OPT,NFO
6439,15969282,62380,BANKNIFTY21FEB31200PE,BANKNIFTY,0.0,2021-02-25,31200.0,0.05,25,PE,NFO-OPT,NFO
6440,15969538,62381,BANKNIFTY21FEB31300CE,BANKNIFTY,0.0,2021-02-25,31300.0,0.05,25,CE,NFO-OPT,NFO
6441,16019202,62575,BANKNIFTY21FEB31300PE,BANKNIFTY,0.0,2021-02-25,31300.0,0.05,25,PE,NFO-OPT,NFO
6442,16063490,62748,BANKNIFTY21FEB31400CE,BANKNIFTY,0.0,2021-02-25,31400.0,0.05,25,CE,NFO-OPT,NFO
6443,16063746,62749,BANKNIFTY21FEB31400PE,BANKNIFTY,0.0,2021-02-25,31400.0,0.05,25,PE,NFO-OPT,NFO
6444,16064002,62750,BANKNIFTY21FEB31500CE,BANKNIFTY,0.0,2021-02-25,31500.0,0.05,25,CE,NFO-OPT,NFO
6445,16064258,62751,BANKNIFTY21FEB31500PE,BANKNIFTY,0.0,2021-02-25,31500.0,0.05,25,PE,NFO-OPT,NFO
6446,16064514,62752,BANKNIFTY21FEB31600CE,BANKNIFTY,0.0,2021-02-25,31600.0,0.05,25,CE,NFO-OPT,NFO
6447,16064770,62753,BANKNIFTY21FEB31600PE,BANKNIFTY,0.0,2021-02-25,31600.0,0.05,25,PE,NFO-OPT,NFO
6448,16065026,62754,BANKNIFTY21FEB31700CE,BANKNIFTY,0.0,2021-02-25,31700.0,0.05,25,CE,NFO-OPT,NFO
6449,16065282,62755,BANKNIFTY21FEB31700PE,BANKNIFTY,0.0,2021-02-25,31700.0,0.05,25,PE,NFO-OPT,NFO
6450,16066562,62760,BANKNIFTY21FEB31800CE,BANKNIFTY,0.0,2021-02-25,31800.0,0.05,25,CE,NFO-OPT,NFO
6451,16066818,62761,BANKNIFTY21FEB31800PE,BANKNIFTY,0.0,2021-02-25,31800.0,0.05,25,PE,NFO-OPT,NFO
6452,16067074,62762,BANKNIFTY21FEB31900CE,BANKNIFTY,0.0,2021-02-25,31900.0,0.05,25,CE,NFO-OPT,NFO
6453,16070402,62775,BANKNIFTY21FEB31900PE,BANKNIFTY,0.0,2021-02-25,31900.0,0.05,25,PE,NFO-OPT,NFO
6454,16070658,62776,BANKNIFTY21FEB32000CE,BANKNIFTY,0.0,2021-02-25,32000.0,0.05,25,CE,NFO-OPT,NFO
6455,16070914,62777,BANKNIFTY21FEB32000PE,BANKNIFTY,0.0,2021-02-25,32000.0,0.05,25,PE,NFO-OPT,NFO
6456,16071170,62778,BANKNIFTY21FEB32100CE,BANKNIFTY,0.0,2021-02-25,32100.0,0.05,25,CE,NFO-OPT,NFO
6457,16071426,62779,BANKNIFTY21FEB32100PE,BANKNIFTY,0.0,2021-02-25,32100.0,0.05,25,PE,NFO-OPT,NFO
6458,16071682,62780,BANKNIFTY21FEB32200CE,BANKNIFTY,0.0,2021-02-25,32200.0,0.05,25,CE,NFO-OPT,NFO
6459,16071938,62781,BANKNIFTY21FEB32200PE,BANKNIFTY,0.0,2021-02-25,32200.0,0.05,25,PE,NFO-OPT,NFO
6460,16072194,62782,BANKNIFTY21FEB32300CE,BANKNIFTY,0.0,2021-02-25,32300.0,0.05,25,CE,NFO-OPT,NFO
6461,16072450,62783,BANKNIFTY21FEB32300PE,BANKNIFTY,0.0,2021-02-25,32300.0,0.05,25,PE,NFO-OPT,NFO
6462,16072706,62784,BANKNIFTY21FEB32400CE,BANKNIFTY,0.0,2021-02-25,32400.0,0.05,25,CE,NFO-OPT,NFO
6463,16072962,62785,BANKNIFTY21FEB32400PE,BANKNIFTY,0.0,2021-02-25,32400.0,0.05,25,PE,NFO-OPT,NFO
6464,16073218,62786,BANKNIFTY21FEB32500CE,BANKNIFTY,0.0,2021-02-25,32500.0,0.05,25,CE,NFO-OPT,NFO
6465,16073986,62789,BANKNIFTY21FEB32500PE,BANKNIFTY,0.0,2021-02-25,32500.0,0.05,25,PE,NFO-OPT,NFO
6466,8967682,35030,BANKNIFTY21FEB32600CE,BANKNIFTY,0.0,2021-02-25,32600.0,0.05,25,CE,NFO-OPT,NFO
6467,8967938,35031,BANKNIFTY21FEB32600PE,BANKNIFTY,0.0,2021-02-25,32600.0,0.05,25,PE,NFO-OPT,NFO
6468,9526018,37211,BANKNIFTY21FEB32700CE,BANKNIFTY,0.0,2021-02-25,32700.0,0.05,25,CE,NFO-OPT,NFO
6469,9526274,37212,BANKNIFTY21FEB32700PE,BANKNIFTY,0.0,2021-02-25,32700.0,0.05,25,PE,NFO-OPT,NFO
6470,9527042,37215,BANKNIFTY21FEB32800CE,BANKNIFTY,0.0,2021-02-25,32800.0,0.05,25,CE,NFO-OPT,NFO
6471,9527298,37216,BANKNIFTY21FEB32800PE,BANKNIFTY,0.0,2021-02-25,32800.0,0.05,25,PE,NFO-OPT,NFO
6472,9355266,36544,BANKNIFTY21MAR18000CE,BANKNIFTY,0.0,2021-03-25,18000.0,0.05,25,CE,NFO-OPT,NFO
6473,9355522,36545,BANKNIFTY21MAR18000PE,BANKNIFTY,0.0,2021-03-25,18000.0,0.05,25,PE,NFO-OPT,NFO
6474,14136834,55222,BANKNIFTY21MAR19000CE,BANKNIFTY,0.0,2021-03-25,19000.0,0.05,25,CE,NFO-OPT,NFO
6475,14137090,55223,BANKNIFTY21MAR19000PE,BANKNIFTY,0.0,2021-03-25,19000.0,0.05,25,PE,NFO-OPT,NFO
6476,9360130,36563,BANKNIFTY21MAR19500CE,BANKNIFTY,0.0,2021-03-25,19500.0,0.05,25,CE,NFO-OPT,NFO
6477,9360386,36564,BANKNIFTY21MAR19500PE,BANKNIFTY,0.0,2021-03-25,19500.0,0.05,25,PE,NFO-OPT,NFO
6478,14137346,55224,BANKNIFTY21MAR20000CE,BANKNIFTY,0.0,2021-03-25,20000.0,0.05,25,CE,NFO-OPT,NFO
6479,14137602,55225,BANKNIFTY21MAR20000PE,BANKNIFTY,0.0,2021-03-25,20000.0,0.05,25,PE,NFO-OPT,NFO
6480,14137858,55226,BANKNIFTY21MAR21000CE,BANKNIFTY,0.0,2021-03-25,21000.0,0.05,25,CE,NFO-OPT,NFO
6481,14138114,55227,BANKNIFTY21MAR21000PE,BANKNIFTY,0.0,2021-03-25,21000.0,0.05,25,PE,NFO-OPT,NFO
6482,14138370,55228,BANKNIFTY21MAR22000CE,BANKNIFTY,0.0,2021-03-25,22000.0,0.05,25,CE,NFO-OPT,NFO
6483,14138626,55229,BANKNIFTY21MAR22000PE,BANKNIFTY,0.0,2021-03-25,22000.0,0.05,25,PE,NFO-OPT,NFO
6484,9361666,36569,BANKNIFTY21MAR22500CE,BANKNIFTY,0.0,2021-03-25,22500.0,0.05,25,CE,NFO-OPT,NFO
6485,9361922,36570,BANKNIFTY21MAR22500PE,BANKNIFTY,0.0,2021-03-25,22500.0,0.05,25,PE,NFO-OPT,NFO
6486,14138882,55230,BANKNIFTY21MAR23000CE,BANKNIFTY,0.0,2021-03-25,23000.0,0.05,25,CE,NFO-OPT,NFO
6487,14139138,55231,BANKNIFTY21MAR23000PE,BANKNIFTY,0.0,2021-03-25,23000.0,0.05,25,PE,NFO-OPT,NFO
6488,14139394,55232,BANKNIFTY21MAR24000CE,BANKNIFTY,0.0,2021-03-25,24000.0,0.05,25,CE,NFO-OPT,NFO
6489,14139650,55233,BANKNIFTY21MAR24000PE,BANKNIFTY,0.0,2021-03-25,24000.0,0.05,25,PE,NFO-OPT,NFO
6490,14139906,55234,BANKNIFTY21MAR25000CE,BANKNIFTY,0.0,2021-03-25,25000.0,0.05,25,CE,NFO-OPT,NFO
6491,14140162,55235,BANKNIFTY21MAR25000PE,BANKNIFTY,0.0,2021-03-25,25000.0,0.05,25,PE,NFO-OPT,NFO
6492,9362690,36573,BANKNIFTY21MAR25500CE,BANKNIFTY,0.0,2021-03-25,25500.0,0.05,25,CE,NFO-OPT,NFO
6493,9362946,36574,BANKNIFTY21MAR25500PE,BANKNIFTY,0.0,2021-03-25,25500.0,0.05,25,PE,NFO-OPT,NFO
6494,14140418,55236,BANKNIFTY21MAR26000CE,BANKNIFTY,0.0,2021-03-25,26000.0,0.05,25,CE,NFO-OPT,NFO
6495,14140674,55237,BANKNIFTY21MAR26000PE,BANKNIFTY,0.0,2021-03-25,26000.0,0.05,25,PE,NFO-OPT,NFO
6496,14140930,55238,BANKNIFTY21MAR27000CE,BANKNIFTY,0.0,2021-03-25,27000.0,0.05,25,CE,NFO-OPT,NFO
6497,14141186,55239,BANKNIFTY21MAR27000PE,BANKNIFTY,0.0,2021-03-25,27000.0,0.05,25,PE,NFO-OPT,NFO
6498,14141442,55240,BANKNIFTY21MAR28000CE,BANKNIFTY,0.0,2021-03-25,28000.0,0.05,25,CE,NFO-OPT,NFO
6499,14141698,55241,BANKNIFTY21MAR28000PE,BANKNIFTY,0.0,2021-03-25,28000.0,0.05,25,PE,NFO-OPT,NFO
6500,9363202,36575,BANKNIFTY21MAR28500CE,BANKNIFTY,0.0,2021-03-25,28500.0,0.05,25,CE,NFO-OPT,NFO
6501,9363458,36576,BANKNIFTY21MAR28500PE,BANKNIFTY,0.0,2021-03-25,28500.0,0.05,25,PE,NFO-OPT,NFO
6502,14141954,55242,BANKNIFTY21MAR29000CE,BANKNIFTY,0.0,2021-03-25,29000.0,0.05,25,CE,NFO-OPT,NFO
6503,14142210,55243,BANKNIFTY21MAR29000PE,BANKNIFTY,0.0,2021-03-25,29000.0,0.05,25,PE,NFO-OPT,NFO
6504,9121794,35632,BANKNIFTY21MAR30000CE,BANKNIFTY,0.0,2021-03-25,30000.0,0.05,25,CE,NFO-OPT,NFO
6505,9122050,35633,BANKNIFTY21MAR30000PE,BANKNIFTY,0.0,2021-03-25,30000.0,0.05,25,PE,NFO-OPT,NFO
6506,9363970,36578,BANKNIFTY21MAR31500CE,BANKNIFTY,0.0,2021-03-25,31500.0,0.05,25,CE,NFO-OPT,NFO
6507,9364226,36579,BANKNIFTY21MAR31500PE,BANKNIFTY,0.0,2021-03-25,31500.0,0.05,25,PE,NFO-OPT,NFO
6508,9364482,36580,BANKNIFTY21MAR33000CE,BANKNIFTY,0.0,2021-03-25,33000.0,0.05,25,CE,NFO-OPT,NFO
6509,9364738,36581,BANKNIFTY21MAR33000PE,BANKNIFTY,0.0,2021-03-25,33000.0,0.05,25,PE,NFO-OPT,NFO
6510,9840898,38441,BANKNIFTY21MAR34500CE,BANKNIFTY,0.0,2021-03-25,34500.0,0.05,25,CE,NFO-OPT,NFO
6511,9841154,38442,BANKNIFTY21MAR34500PE,BANKNIFTY,0.0,2021-03-25,34500.0,0.05,25,PE,NFO-OPT,NFO
6512,11051778,43171,BANKNIFTY21MAR36000CE,BANKNIFTY,0.0,2021-03-25,36000.0,0.05,25,CE,NFO-OPT,NFO
6513,11053058,43176,BANKNIFTY21MAR36000PE,BANKNIFTY,0.0,2021-03-25,36000.0,0.05,25,PE,NFO-OPT,NFO
6514,13620482,53205,BANKNIFTY21MAR37500CE,BANKNIFTY,0.0,2021-03-25,37500.0,0.05,25,CE,NFO-OPT,NFO
6515,13623042,53215,BANKNIFTY21MAR37500PE,BANKNIFTY,0.0,2021-03-25,37500.0,0.05,25,PE,NFO-OPT,NFO
6516,9364994,36582,BANKNIFTY21JUN18000CE,BANKNIFTY,0.0,2021-06-24,18000.0,0.05,25,CE,NFO-OPT,NFO
6517,9365250,36583,BANKNIFTY21JUN18000PE,BANKNIFTY,0.0,2021-06-24,18000.0,0.05,25,PE,NFO-OPT,NFO
6518,14142722,55245,BANKNIFTY21JUN19000CE,BANKNIFTY,0.0,2021-06-24,19000.0,0.05,25,CE,NFO-OPT,NFO
6519,14148610,55268,BANKNIFTY21JUN19000PE,BANKNIFTY,0.0,2021-06-24,19000.0,0.05,25,PE,NFO-OPT,NFO
6520,9366018,36586,BANKNIFTY21JUN19500CE,BANKNIFTY,0.0,2021-06-24,19500.0,0.05,25,CE,NFO-OPT,NFO
6521,9366274,36587,BANKNIFTY21JUN19500PE,BANKNIFTY,0.0,2021-06-24,19500.0,0.05,25,PE,NFO-OPT,NFO
6522,14149378,55271,BANKNIFTY21JUN20000CE,BANKNIFTY,0.0,2021-06-24,20000.0,0.05,25,CE,NFO-OPT,NFO
6523,14149634,55272,BANKNIFTY21JUN20000PE,BANKNIFTY,0.0,2021-06-24,20000.0,0.05,25,PE,NFO-OPT,NFO
6524,14149890,55273,BANKNIFTY21JUN21000CE,BANKNIFTY,0.0,2021-06-24,21000.0,0.05,25,CE,NFO-OPT,NFO
6525,14150146,55274,BANKNIFTY21JUN21000PE,BANKNIFTY,0.0,2021-06-24,21000.0,0.05,25,PE,NFO-OPT,NFO
6526,14150402,55275,BANKNIFTY21JUN22000CE,BANKNIFTY,0.0,2021-06-24,22000.0,0.05,25,CE,NFO-OPT,NFO
6527,14151426,55279,BANKNIFTY21JUN22000PE,BANKNIFTY,0.0,2021-06-24,22000.0,0.05,25,PE,NFO-OPT,NFO
6528,9367554,36592,BANKNIFTY21JUN22500CE,BANKNIFTY,0.0,2021-06-24,22500.0,0.05,25,CE,NFO-OPT,NFO
6529,9367810,36593,BANKNIFTY21JUN22500PE,BANKNIFTY,0.0,2021-06-24,22500.0,0.05,25,PE,NFO-OPT,NFO
6530,14330626,55979,BANKNIFTY21JUN23000CE,BANKNIFTY,0.0,2021-06-24,23000.0,0.05,25,CE,NFO-OPT,NFO
6531,14330882,55980,BANKNIFTY21JUN23000PE,BANKNIFTY,0.0,2021-06-24,23000.0,0.05,25,PE,NFO-OPT,NFO
6532,14331138,55981,BANKNIFTY21JUN24000CE,BANKNIFTY,0.0,2021-06-24,24000.0,0.05,25,CE,NFO-OPT,NFO
6533,14331394,55982,BANKNIFTY21JUN24000PE,BANKNIFTY,0.0,2021-06-24,24000.0,0.05,25,PE,NFO-OPT,NFO
6534,14382082,56180,BANKNIFTY21JUN25000CE,BANKNIFTY,0.0,2021-06-24,25000.0,0.05,25,CE,NFO-OPT,NFO
6535,14382338,56181,BANKNIFTY21JUN25000PE,BANKNIFTY,0.0,2021-06-24,25000.0,0.05,25,PE,NFO-OPT,NFO
6536,9370114,36602,BANKNIFTY21JUN25500CE,BANKNIFTY,0.0,2021-06-24,25500.0,0.05,25,CE,NFO-OPT,NFO
6537,9370370,36603,BANKNIFTY21JUN25500PE,BANKNIFTY,0.0,2021-06-24,25500.0,0.05,25,PE,NFO-OPT,NFO
6538,14384386,56189,BANKNIFTY21JUN26000CE,BANKNIFTY,0.0,2021-06-24,26000.0,0.05,25,CE,NFO-OPT,NFO
6539,14384642,56190,BANKNIFTY21JUN26000PE,BANKNIFTY,0.0,2021-06-24,26000.0,0.05,25,PE,NFO-OPT,NFO
6540,14469890,56523,BANKNIFTY21JUN27000CE,BANKNIFTY,0.0,2021-06-24,27000.0,0.05,25,CE,NFO-OPT,NFO
6541,14470146,56524,BANKNIFTY21JUN27000PE,BANKNIFTY,0.0,2021-06-24,27000.0,0.05,25,PE,NFO-OPT,NFO
6542,14470658,56526,BANKNIFTY21JUN28000CE,BANKNIFTY,0.0,2021-06-24,28000.0,0.05,25,CE,NFO-OPT,NFO
6543,14470914,56527,BANKNIFTY21JUN28000PE,BANKNIFTY,0.0,2021-06-24,28000.0,0.05,25,PE,NFO-OPT,NFO
6544,9370626,36604,BANKNIFTY21JUN28500CE,BANKNIFTY,0.0,2021-06-24,28500.0,0.05,25,CE,NFO-OPT,NFO
6545,9370882,36605,BANKNIFTY21JUN28500PE,BANKNIFTY,0.0,2021-06-24,28500.0,0.05,25,PE,NFO-OPT,NFO
6546,14471170,56528,BANKNIFTY21JUN29000CE,BANKNIFTY,0.0,2021-06-24,29000.0,0.05,25,CE,NFO-OPT,NFO
6547,14471426,56529,BANKNIFTY21JUN29000PE,BANKNIFTY,0.0,2021-06-24,29000.0,0.05,25,PE,NFO-OPT,NFO
6548,9122562,35635,BANKNIFTY21JUN30000CE,BANKNIFTY,0.0,2021-06-24,30000.0,0.05,25,CE,NFO-OPT,NFO
6549,9122818,35636,BANKNIFTY21JUN30000PE,BANKNIFTY,0.0,2021-06-24,30000.0,0.05,25,PE,NFO-OPT,NFO
6550,9371138,36606,BANKNIFTY21JUN31500CE,BANKNIFTY,0.0,2021-06-24,31500.0,0.05,25,CE,NFO-OPT,NFO
6551,9371394,36607,BANKNIFTY21JUN31500PE,BANKNIFTY,0.0,2021-06-24,31500.0,0.05,25,PE,NFO-OPT,NFO
6552,9372418,36611,BANKNIFTY21JUN33000CE,BANKNIFTY,0.0,2021-06-24,33000.0,0.05,25,CE,NFO-OPT,NFO
